username,password,kind,ip
customer_782380,123,0,34.22.244.252
customer_28553,123,0,138.117.147.4
customer_92385,123,0,149.44.157.139
customer_153909,123,0,37.95.152.6
customer_450245,123,0,121.23.143.78
customer_954652,123,0,114.159.203.136
customer_454224,123,0,106.251.140.101
customer_103435,123,0,168.125.140.252
customer_570085,123,0,58.100.101.53
customer_634870,123,0,173.250.98.205
customer_989020,123,0,180.199.38.242
customer_743027,123,0,245.190.10.42
customer_891989,123,0,199.4.178.54
customer_978287,123,0,104.195.249.35
customer_970039,123,0,147.24.41.66
customer_933212,123,0,141.80.89.55
customer_397261,123,0,13.20.149.108
customer_280495,123,0,138.45.46.112
customer_478581,123,0,186.195.87.111
customer_119660,123,0,168.173.217.31
customer_733000,123,0,233.53.215.246
customer_546497,123,0,44.5.233.69
customer_611791,123,0,81.214.210.34
customer_264352,123,0,60.249.128.100
customer_653006,123,0,177.128.137.80
customer_159084,123,0,180.34.126.171
customer_290545,123,0,136.171.200.34
customer_533697,123,0,228.225.143.86
customer_784363,123,0,166.223.57.236
customer_173424,123,0,184.140.81.42
customer_729193,123,0,249.25.143.13
customer_459648,123,0,220.126.197.176
customer_653215,123,0,36.70.144.102
customer_253917,123,0,67.244.212.42
customer_444531,123,0,233.213.181.80
customer_163592,123,0,4.149.124.70
customer_483287,123,0,9.203.225.25
customer_972714,123,0,150.2.99.225
customer_804743,123,0,11.249.3.60
customer_722612,123,0,125.96.165.226
customer_324856,123,0,141.72.86.27
customer_91507,123,0,38.136.178.31
customer_114004,123,0,74.146.126.236
customer_912050,123,0,210.194.42.66
customer_756860,123,0,195.156.159.126
customer_907241,123,0,1.118.195.54
customer_784813,123,0,34.67.161.25
customer_189993,123,0,181.149.21.40
customer_342604,123,0,210.135.12.70
customer_536228,123,0,132.229.245.92
customer_556760,123,0,178.159.76.203
customer_949437,123,0,62.10.214.182
customer_609003,123,0,174.138.179.154
customer_688024,123,0,132.63.15.108
customer_270867,123,0,36.143.209.217
customer_895029,123,0,162.152.181.76
customer_909205,123,0,216.135.95.47
customer_820193,123,0,196.5.113.14
customer_756825,123,0,183.14.22.73
customer_472746,123,0,94.231.148.250
customer_715674,123,0,219.59.17.8
customer_672207,123,0,189.240.209.2
customer_407741,123,0,252.136.245.22
customer_631091,123,0,193.30.109.17
customer_76302,123,0,47.215.175.156
customer_481705,123,0,180.209.185.255
customer_574901,123,0,244.71.246.69
customer_288736,123,0,207.163.153.7
customer_127891,123,0,226.14.98.246
customer_233571,123,0,2.156.251.175
customer_36238,123,0,39.96.150.10
customer_288912,123,0,56.221.238.241
customer_979745,123,0,83.106.104.138
customer_912190,123,0,192.9.207.127
customer_855923,123,0,206.124.165.188
customer_271589,123,0,238.53.33.235
customer_409242,123,0,187.153.198.32
customer_300503,123,0,142.220.8.125
customer_154888,123,0,125.164.248.27
customer_313940,123,0,99.219.12.97
customer_519283,123,0,229.116.200.229
customer_964898,123,0,62.178.70.20
customer_867604,123,0,60.172.229.79
customer_927923,123,0,117.42.37.34
customer_560917,123,0,91.239.20.247
customer_879937,123,0,253.159.8.192
customer_759280,123,0,94.7.170.119
customer_63753,123,0,40.198.240.128
customer_458814,123,0,35.213.245.108
customer_57438,123,0,145.19.220.50
customer_525278,123,0,43.40.15.27
customer_30216,123,0,58.211.183.77
customer_814780,123,0,209.200.153.4
customer_796470,123,0,248.5.127.120
customer_281757,123,0,167.5.227.232
customer_281362,123,0,138.35.44.202
customer_163901,123,0,114.151.84.77
customer_451017,123,0,2.38.82.38
customer_314557,123,0,66.99.81.243
customer_934628,123,0,232.128.152.249
customer_436498,123,0,124.126.246.107
customer_962659,123,0,122.115.215.31
customer_197348,123,0,38.129.193.96
customer_851563,123,0,207.30.37.111
customer_462752,123,0,230.196.74.120
customer_899819,123,0,93.15.99.201
customer_935420,123,0,27.47.179.198
customer_215988,123,0,175.235.162.241
customer_689535,123,0,95.216.165.84
customer_806300,123,0,177.62.201.150
customer_991575,123,0,113.36.119.171
customer_889808,123,0,249.90.151.154
customer_42825,123,0,65.184.239.216
customer_687565,123,0,121.125.160.141
customer_271434,123,0,103.51.227.179
customer_625481,123,0,104.181.174.91
customer_851765,123,0,21.186.217.15
customer_193405,123,0,13.105.118.12
customer_579107,123,0,193.154.227.239
customer_825710,123,0,69.95.35.245
customer_892440,123,0,62.209.112.12
customer_404760,123,0,30.148.86.100
customer_825699,123,0,21.166.90.214
customer_635375,123,0,102.47.175.46
customer_620350,123,0,134.196.109.133
customer_785699,123,0,155.95.78.79
customer_740634,123,0,187.168.236.113
customer_159461,123,0,240.187.121.188
customer_665599,123,0,52.36.115.202
customer_550740,123,0,162.164.88.82
customer_727313,123,0,86.66.205.182
customer_943692,123,0,19.147.208.212
customer_965843,123,0,249.43.14.59
customer_984366,123,0,35.116.148.229
customer_850874,123,0,66.124.152.40
customer_165204,123,0,235.29.230.86
customer_573694,123,0,136.121.92.140
customer_83356,123,0,156.6.118.136
customer_358723,123,0,16.53.252.135
customer_761400,123,0,4.194.79.193
customer_344408,123,0,119.117.102.138
customer_956984,123,0,201.249.118.93
customer_945378,123,0,230.67.97.39
customer_234112,123,0,59.55.148.104
customer_42184,123,0,254.114.44.164
customer_74553,123,0,115.52.252.58
customer_52822,123,0,8.141.35.242
customer_155497,123,0,68.235.30.36
customer_810630,123,0,160.127.182.136
customer_4642,123,0,58.75.150.106
customer_824964,123,0,151.62.31.125
customer_789429,123,0,253.160.102.27
customer_916946,123,0,221.88.99.192
customer_276498,123,0,129.103.170.46
customer_948539,123,0,253.76.91.239
customer_530160,123,0,32.214.232.206
customer_271107,123,0,40.159.242.59
customer_410453,123,0,135.182.6.155
customer_693594,123,0,189.134.111.104
customer_983106,123,0,44.15.96.214
customer_49175,123,0,158.63.87.123
customer_293813,123,0,21.86.175.118
customer_501208,123,0,60.220.62.102
customer_596933,123,0,68.113.128.68
customer_579210,123,0,53.37.47.179
customer_21144,123,0,185.103.234.22
customer_238279,123,0,21.249.25.54
customer_765520,123,0,37.14.66.59
customer_621991,123,0,57.93.30.124
customer_209527,123,0,139.204.155.110
customer_523405,123,0,115.195.212.250
customer_481095,123,0,181.151.73.43
customer_896797,123,0,193.189.138.75
customer_272737,123,0,154.236.153.207
customer_538439,123,0,188.215.49.124
customer_921179,123,0,219.254.86.44
customer_762379,123,0,48.229.186.173
customer_721032,123,0,165.89.121.109
customer_883529,123,0,93.76.125.10
customer_348360,123,0,250.80.47.40
customer_91684,123,0,22.241.202.34
customer_179161,123,0,102.101.16.43
customer_403513,123,0,255.76.210.164
customer_992862,123,0,244.122.4.169
customer_895528,123,0,109.233.217.242
customer_65267,123,0,221.219.169.105
customer_66693,123,0,108.46.182.75
customer_873925,123,0,141.70.162.233
customer_705583,123,0,88.155.220.100
customer_140003,123,0,30.120.207.249
customer_543742,123,0,93.238.93.164
customer_618043,123,0,12.84.171.252
customer_122262,123,0,127.93.245.237
customer_606093,123,0,238.2.239.237
customer_7733,123,0,217.207.54.128
customer_356105,123,0,100.86.46.196
customer_45840,123,0,177.123.140.27
customer_925942,123,0,204.70.249.84
customer_420693,123,0,52.131.242.90
customer_272687,123,0,40.61.37.151
customer_62595,123,0,23.134.62.98
customer_984440,123,0,132.162.42.56
customer_511325,123,0,131.119.12.83
customer_479728,123,0,73.215.79.101
customer_823710,123,0,100.211.80.65
customer_323306,123,0,64.112.66.236
customer_340911,123,0,94.176.178.252
customer_196621,123,0,35.126.6.136
customer_23584,123,0,34.186.183.196
customer_396947,123,0,91.38.244.117
customer_616249,123,0,211.19.56.186
customer_316124,123,0,164.43.167.175
customer_277359,123,0,32.102.184.145
customer_965476,123,0,60.214.247.115
customer_196397,123,0,227.109.9.163
customer_338391,123,0,78.76.250.25
customer_308003,123,0,152.102.76.222
customer_477031,123,0,136.204.123.91
customer_100083,123,0,76.176.62.91
customer_498891,123,0,84.185.15.156
customer_49995,123,0,222.156.225.20
customer_57575,123,0,19.79.119.35
customer_58004,123,0,172.58.152.171
customer_581920,123,0,188.106.236.12
customer_860682,123,0,123.234.16.145
customer_539072,123,0,67.211.150.249
customer_689707,123,0,65.2.145.80
customer_220399,123,0,210.36.11.72
customer_688181,123,0,223.241.65.40
customer_250564,123,0,162.21.190.179
customer_181481,123,0,42.99.150.237
customer_36849,123,0,80.9.204.200
customer_523285,123,0,163.148.7.183
customer_619831,123,0,151.34.117.178
customer_309065,123,0,8.72.236.147
customer_434113,123,0,214.138.35.153
customer_192375,123,0,194.115.178.53
customer_389840,123,0,172.244.10.175
customer_915476,123,0,145.64.165.86
customer_822747,123,0,229.64.240.120
customer_109585,123,0,152.85.134.75
customer_143175,123,0,43.246.33.94
customer_789326,123,0,173.27.7.108
customer_238156,123,0,65.124.169.196
customer_958567,123,0,38.25.100.140
customer_134878,123,0,10.93.122.79
customer_656908,123,0,176.242.182.94
customer_557167,123,0,196.217.94.150
customer_47529,123,0,224.162.154.148
customer_920674,123,0,113.148.247.8
customer_521123,123,0,247.75.192.85
customer_33170,123,0,94.51.57.14
customer_308445,123,0,48.206.17.199
customer_360909,123,0,71.93.243.210
customer_15047,123,0,96.68.206.10
customer_588188,123,0,163.111.90.127
customer_879168,123,0,82.164.160.31
customer_563710,123,0,224.174.76.193
customer_544846,123,0,91.234.75.233
customer_899400,123,0,88.127.242.244
customer_654074,123,0,73.137.55.33
customer_290452,123,0,116.114.214.23
customer_780555,123,0,144.231.216.154
customer_649394,123,0,147.225.161.158
customer_172785,123,0,27.50.135.11
customer_468148,123,0,160.31.249.150
customer_648682,123,0,76.214.184.211
customer_841918,123,0,113.108.195.72
customer_999485,123,0,105.184.235.207
customer_745211,123,0,45.240.221.205
customer_961604,123,0,131.172.242.226
customer_635406,123,0,54.186.32.69
customer_748480,123,0,248.195.66.235
customer_920548,123,0,215.143.212.171
customer_572795,123,0,78.68.184.196
customer_80381,123,0,143.35.15.222
customer_863855,123,0,230.116.162.131
customer_266565,123,0,103.82.219.92
customer_112440,123,0,167.9.148.177
customer_149292,123,0,43.16.165.201
customer_949879,123,0,253.32.12.79
customer_568418,123,0,104.96.62.145
customer_2322,123,0,5.27.51.180
customer_364386,123,0,55.233.53.126
customer_943790,123,0,36.189.230.26
customer_352173,123,0,89.41.99.244
customer_752390,123,0,128.149.136.10
customer_754272,123,0,155.48.118.144
customer_425424,123,0,171.173.99.21
customer_622012,123,0,40.178.74.51
customer_376028,123,0,158.96.83.15
customer_677127,123,0,160.117.237.111
customer_470107,123,0,4.95.8.41
customer_787294,123,0,208.138.159.35
customer_868539,123,0,186.104.215.4
customer_710795,123,0,85.220.140.130
customer_192455,123,0,29.189.16.44
customer_779239,123,0,178.81.160.165
customer_938209,123,0,213.159.247.253
customer_238052,123,0,80.153.250.85
customer_648370,123,0,132.3.187.255
customer_954004,123,0,94.82.64.181
customer_83570,123,0,128.82.211.197
customer_72465,123,0,69.223.71.61
customer_513989,123,0,27.124.188.114
customer_236058,123,0,106.238.191.71
customer_898958,123,0,171.60.113.138
customer_8731,123,0,122.8.63.117
customer_893691,123,0,62.54.87.38
customer_586599,123,0,183.115.241.189
customer_139408,123,0,62.147.215.74
customer_708053,123,0,25.158.57.79
customer_877501,123,0,239.181.189.174
customer_104149,123,0,198.5.72.181
customer_485817,123,0,223.151.218.74
customer_299803,123,0,164.202.88.194
customer_462043,123,0,214.90.199.101
customer_166282,123,0,156.184.97.141
customer_382142,123,0,60.129.210.224
customer_694586,123,0,91.9.90.163
customer_256613,123,0,84.143.253.9
customer_299726,123,0,206.127.248.247
customer_344865,123,0,38.96.124.11
customer_80871,123,0,35.132.13.35
customer_394963,123,0,49.145.202.217
customer_443337,123,0,88.18.96.136
customer_462425,123,0,223.39.170.232
customer_493222,123,0,173.31.243.7
customer_326111,123,0,208.11.62.204
customer_554566,123,0,64.85.231.74
customer_587863,123,0,83.25.6.12
customer_573370,123,0,150.207.118.248
customer_34763,123,0,21.87.1.209
customer_559901,123,0,67.246.16.144
customer_16961,123,0,181.133.253.83
customer_433113,123,0,254.246.70.85
customer_289690,123,0,96.205.200.208
customer_891856,123,0,76.237.57.156
customer_346505,123,0,147.134.90.240
customer_324177,123,0,66.94.174.137
customer_998904,123,0,189.234.11.184
customer_606576,123,0,37.65.220.56
customer_801805,123,0,10.161.205.249
customer_264418,123,0,134.151.180.98
customer_96791,123,0,116.230.100.136
customer_294972,123,0,222.28.137.10
customer_992138,123,0,126.214.138.87
customer_424734,123,0,1.10.73.81
customer_912127,123,0,110.193.155.94
customer_712967,123,0,159.161.204.70
customer_645259,123,0,52.123.73.50
customer_618389,123,0,67.206.153.22
customer_381053,123,0,141.211.6.94
customer_132270,123,0,64.78.180.228
customer_509977,123,0,49.183.240.38
customer_994190,123,0,237.62.168.165
customer_152938,123,0,210.71.249.11
customer_252034,123,0,109.141.116.56
customer_170948,123,0,124.182.17.15
customer_944684,123,0,108.196.223.41
customer_758380,123,0,21.38.114.107
customer_834452,123,0,104.200.14.78
customer_582296,123,0,137.69.61.180
customer_728414,123,0,53.90.147.82
customer_222532,123,0,93.174.13.185
customer_901115,123,0,155.155.152.177
customer_311424,123,0,69.236.21.204
customer_446214,123,0,139.112.69.185
customer_600928,123,0,37.223.57.185
customer_352332,123,0,113.55.216.197
customer_444441,123,0,236.138.153.233
customer_862436,123,0,207.46.13.103
customer_444667,123,0,182.223.76.110
customer_356333,123,0,223.116.218.168
customer_49317,123,0,160.118.88.48
customer_293987,123,0,208.210.219.19
customer_644365,123,0,130.144.77.21
customer_857988,123,0,251.196.179.71
customer_205104,123,0,44.126.219.94
customer_465335,123,0,11.140.212.66
customer_803893,123,0,73.81.98.94
customer_155250,123,0,31.212.205.182
customer_131803,123,0,148.133.53.67
customer_129645,123,0,85.175.217.166
customer_789665,123,0,130.249.236.53
customer_508491,123,0,35.18.4.200
customer_2558,123,0,129.31.169.52
customer_594261,123,0,23.168.123.26
customer_968344,123,0,227.114.184.34
customer_254515,123,0,197.203.255.183
customer_626343,123,0,22.222.21.80
customer_507053,123,0,22.208.23.119
customer_615261,123,0,155.24.105.77
customer_306790,123,0,30.91.176.132
customer_945696,123,0,26.31.189.77
customer_513780,123,0,182.211.114.231
customer_31115,123,0,161.253.160.45
customer_476582,123,0,44.163.137.250
customer_173844,123,0,182.4.176.198
customer_650601,123,0,63.228.243.230
customer_910911,123,0,59.122.47.13
customer_861,123,0,211.152.113.32
customer_794967,123,0,23.179.3.206
customer_870012,123,0,44.88.246.185
customer_443329,123,0,129.230.211.156
customer_738398,123,0,70.4.159.127
customer_849331,123,0,178.247.191.182
customer_501285,123,0,250.21.234.85
customer_343024,123,0,61.226.186.224
customer_201806,123,0,1.97.162.27
customer_661990,123,0,60.47.103.5
customer_421569,123,0,44.50.147.205
customer_508386,123,0,130.70.177.240
customer_772564,123,0,128.214.9.202
customer_630409,123,0,135.49.99.31
customer_311413,123,0,20.180.229.208
customer_34775,123,0,145.187.97.102
customer_175241,123,0,190.219.243.241
customer_562708,123,0,62.193.171.173
customer_421406,123,0,177.111.145.186
customer_109397,123,0,149.194.209.221
customer_563303,123,0,233.39.177.14
customer_990501,123,0,196.219.151.118
customer_491288,123,0,110.219.245.66
customer_197280,123,0,157.247.41.203
customer_202246,123,0,213.207.107.203
customer_767938,123,0,254.53.97.37
customer_430913,123,0,18.250.101.155
customer_843668,123,0,100.159.18.40
customer_40960,123,0,77.193.64.6
customer_900304,123,0,128.248.133.244
customer_887632,123,0,11.224.119.142
customer_459705,123,0,252.185.189.73
customer_420805,123,0,43.232.76.64
customer_114810,123,0,131.87.163.204
customer_353594,123,0,150.83.120.54
customer_351005,123,0,151.174.121.221
customer_872885,123,0,247.106.55.174
customer_344864,123,0,189.187.73.186
customer_399276,123,0,122.161.117.36
customer_718137,123,0,100.115.175.9
customer_648607,123,0,203.196.36.165
customer_128950,123,0,131.148.252.225
customer_587234,123,0,47.203.110.38
customer_112421,123,0,137.25.5.25
customer_615025,123,0,182.75.92.38
customer_941049,123,0,112.240.55.172
customer_980911,123,0,113.214.132.69
customer_885441,123,0,153.9.204.57
customer_24464,123,0,195.14.15.193
customer_20993,123,0,189.177.183.245
customer_635434,123,0,234.7.129.68
customer_424540,123,0,21.226.79.133
customer_616826,123,0,168.207.86.150
customer_990084,123,0,69.23.242.49
customer_359817,123,0,62.84.177.215
customer_425867,123,0,195.182.20.141
customer_528965,123,0,214.182.222.121
customer_60873,123,0,70.78.159.237
customer_593174,123,0,238.81.195.203
customer_322515,123,0,16.183.118.16
customer_536122,123,0,73.156.116.100
customer_5537,123,0,35.120.122.253
customer_32121,123,0,114.241.55.33
customer_218338,123,0,27.190.38.83
customer_303758,123,0,72.78.5.19
customer_100311,123,0,28.153.62.158
customer_171246,123,0,187.244.34.213
customer_133687,123,0,222.62.77.16
customer_631877,123,0,180.185.178.213
customer_126435,123,0,67.66.190.51
customer_218907,123,0,39.2.132.185
customer_328559,123,0,164.109.44.139
customer_528690,123,0,65.21.92.133
customer_839634,123,0,238.165.82.227
customer_685870,123,0,53.252.24.160
customer_64468,123,0,215.6.152.2
customer_673753,123,0,188.52.240.180
customer_540803,123,0,127.55.245.170
customer_414972,123,0,96.93.204.140
customer_240978,123,0,249.208.85.66
customer_754042,123,0,138.183.51.55
customer_831251,123,0,207.71.77.45
customer_465383,123,0,223.181.189.17
customer_592764,123,0,244.92.221.217
customer_74066,123,0,87.238.94.57
customer_960523,123,0,49.73.182.152
customer_278471,123,0,237.201.124.24
customer_988187,123,0,24.110.211.114
customer_276701,123,0,93.6.60.245
customer_722819,123,0,49.171.159.205
customer_909510,123,0,63.193.72.1
customer_262706,123,0,33.127.198.235
customer_78682,123,0,176.177.145.90
customer_984486,123,0,99.94.67.215
customer_823720,123,0,88.161.24.65
customer_903214,123,0,84.39.118.86
customer_189548,123,0,15.175.108.63
customer_321837,123,0,130.96.193.78
customer_242423,123,0,202.189.23.53
customer_290358,123,0,58.3.37.123
customer_371049,123,0,248.136.63.193
customer_616639,123,0,98.221.164.236
customer_379615,123,0,130.15.166.200
customer_478816,123,0,208.35.102.109
customer_980358,123,0,94.161.104.100
customer_38028,123,0,181.126.75.165
customer_92075,123,0,151.218.249.71
customer_338472,123,0,138.230.123.236
customer_256950,123,0,139.94.236.176
customer_455419,123,0,210.160.219.15
customer_802883,123,0,74.238.141.181
customer_553390,123,0,174.164.181.23
customer_339303,123,0,149.78.58.7
customer_136128,123,0,144.239.249.106
customer_335479,123,0,249.174.63.103
customer_219186,123,0,192.35.213.245
customer_406915,123,0,98.117.223.112
customer_545126,123,0,226.79.88.62
customer_353304,123,0,160.12.25.76
customer_434303,123,0,74.211.84.255
customer_882623,123,0,164.78.10.181
customer_851132,123,0,174.209.179.119
customer_213706,123,0,109.37.16.230
customer_858942,123,0,128.211.251.155
customer_79077,123,0,247.134.135.141
customer_279034,123,0,33.105.233.39
customer_195725,123,0,43.65.13.56
customer_280804,123,0,145.60.238.3
customer_242953,123,0,166.57.178.151
customer_938075,123,0,248.77.151.183
customer_911692,123,0,51.162.63.106
customer_180881,123,0,244.196.128.49
customer_727013,123,0,66.10.237.166
customer_990220,123,0,61.49.223.207
customer_267427,123,0,159.14.154.187
customer_804263,123,0,208.123.255.3
customer_588560,123,0,156.76.189.27
customer_246945,123,0,162.97.60.80
customer_768974,123,0,207.195.73.24
customer_438418,123,0,139.134.157.32
customer_647912,123,0,112.170.230.175
customer_814197,123,0,89.253.101.62
customer_610196,123,0,225.29.97.183
customer_401284,123,0,50.147.120.140
customer_265812,123,0,97.86.37.181
customer_381779,123,0,147.82.89.111
customer_925040,123,0,146.85.197.228
customer_143621,123,0,53.119.254.94
customer_244701,123,0,221.187.177.246
customer_144106,123,0,63.117.233.149
customer_94610,123,0,250.127.110.7
customer_278655,123,0,224.64.35.225
customer_498211,123,0,207.105.200.132
customer_541599,123,0,95.235.81.34
customer_835183,123,0,101.68.199.80
customer_884328,123,0,139.88.206.180
customer_992991,123,0,217.28.235.176
customer_202140,123,0,4.164.184.186
customer_445081,123,0,148.100.72.152
customer_239359,123,0,34.62.237.214
customer_571113,123,0,111.136.74.138
customer_154668,123,0,3.190.67.78
customer_70258,123,0,160.146.148.159
customer_127290,123,0,77.26.186.30
customer_549559,123,0,2.213.190.226
customer_173064,123,0,166.160.2.248
customer_873648,123,0,218.177.84.6
customer_787859,123,0,230.252.170.102
customer_11948,123,0,190.239.128.129
customer_917424,123,0,247.249.28.77
customer_148206,123,0,23.7.39.19
customer_403302,123,0,84.85.251.233
customer_570468,123,0,156.102.91.130
customer_846312,123,0,158.69.38.152
customer_830727,123,0,233.101.82.58
customer_652972,123,0,58.62.224.2
customer_484937,123,0,11.141.241.162
customer_945094,123,0,157.94.18.55
customer_700153,123,0,116.59.253.69
customer_416034,123,0,117.44.67.241
customer_103121,123,0,181.130.156.225
customer_454349,123,0,155.219.28.173
customer_964010,123,0,82.35.49.158
customer_493768,123,0,176.213.169.106
customer_64996,123,0,183.227.193.112
customer_467147,123,0,145.204.98.66
customer_25467,123,0,19.69.227.219
customer_993496,123,0,11.116.73.49
customer_340929,123,0,53.176.184.92
customer_949162,123,0,170.180.78.137
customer_500175,123,0,85.210.239.222
customer_217202,123,0,239.34.188.164
customer_37084,123,0,117.243.115.188
customer_89231,123,0,84.114.218.31
customer_631955,123,0,162.20.72.148
customer_100146,123,0,73.37.207.213
customer_106037,123,0,6.212.118.230
customer_116643,123,0,98.185.216.102
customer_456252,123,0,172.224.31.151
customer_220831,123,0,206.32.75.240
customer_260997,123,0,101.206.226.98
customer_600580,123,0,134.120.29.107
customer_363802,123,0,181.74.18.37
customer_601130,123,0,93.35.18.115
customer_491321,123,0,249.19.218.87
customer_199828,123,0,199.18.11.78
customer_812910,123,0,218.78.7.24
customer_364351,123,0,224.84.230.168
customer_151198,123,0,231.158.102.210
customer_379234,123,0,58.236.7.145
customer_100423,123,0,195.191.6.132
customer_247131,123,0,184.55.70.197
customer_914353,123,0,57.61.121.146
customer_564263,123,0,178.95.154.82
customer_637654,123,0,71.195.87.76
customer_626049,123,0,160.87.226.35
customer_504458,123,0,132.234.222.198
customer_922990,123,0,234.13.105.252
customer_577999,123,0,121.181.16.224
customer_516755,123,0,139.174.61.226
customer_231234,123,0,181.31.185.93
customer_543404,123,0,207.75.252.237
customer_253691,123,0,108.158.85.156
customer_100042,123,0,236.214.250.6
customer_862862,123,0,227.143.128.184
customer_976564,123,0,20.157.137.245
customer_501890,123,0,95.92.6.154
customer_376818,123,0,255.231.240.248
customer_999685,123,0,108.16.51.80
customer_420955,123,0,62.75.202.152
customer_909284,123,0,17.13.211.170
customer_451005,123,0,128.214.130.11
customer_335307,123,0,198.129.96.152
customer_177251,123,0,21.169.185.66
customer_26952,123,0,74.43.59.37
customer_344519,123,0,133.201.48.73
customer_871469,123,0,2.133.238.243
customer_593789,123,0,39.7.21.165
customer_870235,123,0,152.251.102.6
customer_664700,123,0,254.182.231.28
customer_937839,123,0,45.191.18.230
customer_104638,123,0,99.103.106.89
customer_849266,123,0,253.211.128.6
customer_218456,123,0,48.138.71.79
customer_21381,123,0,179.196.45.41
customer_401130,123,0,10.150.128.244
customer_882034,123,0,200.248.134.221
customer_516958,123,0,153.73.153.20
customer_956566,123,0,145.241.115.221
customer_728104,123,0,74.163.34.130
customer_717405,123,0,102.12.141.82
customer_2122,123,0,172.14.103.132
customer_671100,123,0,194.128.247.239
customer_696812,123,0,79.96.142.87
customer_219646,123,0,240.126.217.21
customer_849875,123,0,178.59.200.148
customer_387288,123,0,87.5.250.175
customer_86686,123,0,21.208.163.168
customer_443874,123,0,44.9.212.91
customer_326704,123,0,169.38.171.10
customer_192897,123,0,35.103.40.97
customer_771469,123,0,38.112.14.138
customer_387641,123,0,22.67.192.229
customer_397028,123,0,35.113.120.214
customer_267549,123,0,189.45.197.213
customer_513602,123,0,18.163.154.15
customer_742609,123,0,250.175.255.10
customer_156597,123,0,231.250.188.7
customer_857,123,0,253.228.132.190
customer_635745,123,0,52.142.40.219
customer_412168,123,0,88.85.20.120
customer_881663,123,0,242.173.130.233
customer_902218,123,0,112.48.230.185
customer_174458,123,0,240.182.229.243
customer_730621,123,0,64.220.21.161
customer_64206,123,0,90.42.186.146
customer_118126,123,0,76.152.197.196
customer_765673,123,0,137.113.108.8
customer_261039,123,0,170.13.35.8
customer_693353,123,0,186.144.128.120
customer_360610,123,0,33.95.220.157
customer_273275,123,0,219.142.159.8
customer_181106,123,0,122.131.192.42
customer_724268,123,0,1.218.255.80
customer_664873,123,0,106.241.246.42
customer_278794,123,0,240.55.233.85
customer_449486,123,0,100.125.144.229
customer_529402,123,0,89.24.201.69
customer_106908,123,0,63.197.203.197
customer_18573,123,0,33.25.186.244
customer_212840,123,0,177.66.145.251
customer_951807,123,0,59.36.13.46
